"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	Deaths	Population	Crude Rate
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Mesothelioma of other sites - Malignant neoplasms"	"C45.7"	104	7223275	1.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Mesothelioma, unspecified - Malignant neoplasms"	"C45.9"	512	7223275	7.1
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Retroperitoneum - Malignant neoplasms"	"C48.0"	49	7223275	0.7
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Peritoneum, unspecified - Malignant neoplasms"	"C48.2"	29	7223275	0.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Connective and soft tissue of head, face and neck - Malignant neoplasms"	"C49.0"	27	7223275	0.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Connective and soft tissue of lower limb, including hip - Malignant neoplasms"	"C49.2"	40	7223275	0.6
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Connective and soft tissue of thorax - Malignant neoplasms"	"C49.3"	13	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Connective and soft tissue of abdomen - Malignant neoplasms"	"C49.4"	64	7223275	0.9
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Connective and soft tissue of pelvis - Malignant neoplasms"	"C49.5"	19	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	382	7223275	5.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	128	7223275	1.8
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Penis, unspecified - Malignant neoplasms"	"C60.9"	85	7223275	1.2
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Malignant neoplasm of prostate"	"C61"	10944	7223275	151.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Testis, unspecified - Malignant neoplasms"	"C62.9"	28	7223275	0.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Male genital organ, unspecified - Malignant neoplasms"	"C63.9"	14	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	2482	7223275	34.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Malignant neoplasm of renal pelvis"	"C65"	37	7223275	0.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Malignant neoplasm of ureter"	"C66"	71	7223275	1.0
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	3929	7223275	54.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Urethra - Malignant neoplasms"	"C68.0"	58	7223275	0.8
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Urinary organ, unspecified - Malignant neoplasms"	"C68.9"	68	7223275	0.9
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Choroid - Malignant neoplasms"	"C69.3"	12	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Eye, unspecified - Malignant neoplasms"	"C69.9"	17	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Meninges, unspecified - Malignant neoplasms"	"C70.9"	22	7223275	0.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	15	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Frontal lobe - Malignant neoplasms"	"C71.1"	50	7223275	0.7
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Temporal lobe - Malignant neoplasms"	"C71.2"	42	7223275	0.6
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Parietal lobe - Malignant neoplasms"	"C71.3"	24	7223275	0.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Overlapping lesion of brain - Malignant neoplasms"	"C71.8"	10	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	1640	7223275	22.7
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Spinal cord - Malignant neoplasms"	"C72.0"	12	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Malignant neoplasm of thyroid gland"	"C73"	256	7223275	3.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Cortex of adrenal gland - Malignant neoplasms"	"C74.0"	10	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Adrenal gland, unspecified - Malignant neoplasms"	"C74.9"	36	7223275	0.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Head, face and neck - Malignant neoplasms"	"C76.0"	94	7223275	1.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Thorax - Malignant neoplasms"	"C76.1"	20	7223275	0.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Abdomen - Malignant neoplasms"	"C76.2"	49	7223275	0.7
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Other ill-defined sites - Malignant neoplasms"	"C76.7"	27	7223275	0.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Secondary malignant neoplasm of lung - Malignant neoplasms"	"C78.0"	41	7223275	0.6
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Secondary malignant neoplasm of pleura - Malignant neoplasms"	"C78.2"	26	7223275	0.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	49	7223275	0.7
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	258	7223275	3.6
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	109	7223275	1.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	85	7223275	1.2
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	402	7223275	5.6
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Malignant neoplasm without specification of site"	"C80"	4026	7223275	55.7
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Hodgkin disease, unspecified"	"C81.9"	142	7223275	2.0
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Follicular non-Hodgkin lymphoma, unspecified"	"C82.9"	154	7223275	2.1
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Non-Hodgkin lymphoma small cell (diffuse)"	"C83.0"	30	7223275	0.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Non-Hodgkin lymphoma small cleaved cell (diffuse)"	"C83.1"	308	7223275	4.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	847	7223275	11.7
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Non-Hodgkin lymphoma lymphoblastic (diffuse)"	"C83.5"	11	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Burkitt tumor"	"C83.7"	21	7223275	0.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Other types of diffuse non-Hodgkin lymphoma"	"C83.8"	15	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Peripheral T-cell lymphoma - Malignant neoplasms"	"C84.4"	50	7223275	0.7
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Other and unspecified T-cell lymphomas - Malignant neoplasms"	"C84.5"	156	7223275	2.2
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"B-cell lymphoma, unspecified - Malignant neoplasms"	"C85.1"	707	7223275	9.8
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Non-Hodgkin lymphoma, unspecified type"	"C85.9"	1444	7223275	20.0
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Waldenstr÷m macroglobulinemia"	"C88.0"	89	7223275	1.2
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	2244	7223275	31.1
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Plasma cell leukaemia - Malignant neoplasms"	"C90.1"	21	7223275	0.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Plasmacytoma, extramedullary - Malignant neoplasms"	"C90.2"	19	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Acute lymphoblastic leukaemia - Malignant neoplasms"	"C91.0"	115	7223275	1.6
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Chronic lymphocytic leukaemia - Malignant neoplasms"	"C91.1"	976	7223275	13.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Prolymphocytic leukaemia - Malignant neoplasms"	"C91.3"	16	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Hairy-cell leukaemia - Malignant neoplasms"	"C91.4"	32	7223275	0.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Adult T-cell leukaemia - Malignant neoplasms"	"C91.5"	16	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Other lymphoid leukaemia - Malignant neoplasms"	"C91.7"	10	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Lymphoid leukaemia, unspecified - Malignant neoplasms"	"C91.9"	56	7223275	0.8
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	2027	7223275	28.1
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Chronic myeloid leukaemia - Malignant neoplasms"	"C92.1"	239	7223275	3.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Acute promyelocytic leukaemia - Malignant neoplasms"	"C92.4"	23	7223275	0.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Acute myelomonocytic leukaemia - Malignant neoplasms"	"C92.5"	45	7223275	0.6
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Other myeloid leukaemia - Malignant neoplasms"	"C92.7"	184	7223275	2.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Myeloid leukaemia, unspecified - Malignant neoplasms"	"C92.9"	57	7223275	0.8
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Acute monocytic leukaemia - Malignant neoplasms"	"C93.0"	21	7223275	0.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Acute leukaemia of unspecified cell type - Malignant neoplasms"	"C95.0"	219	7223275	3.0
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Chronic leukaemia of unspecified cell type - Malignant neoplasms"	"C95.1"	35	7223275	0.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Leukaemia, unspecified - Malignant neoplasms"	"C95.9"	396	7223275	5.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified - Malignant neoplasms"	"C96.9"	20	7223275	0.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	1144	7223275	15.8
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Lymphangioma, any site - Benign neoplasms"	"D18.1"	10	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Cerebral meninges - Benign neoplasms"	"D32.0"	39	7223275	0.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Meninges, unspecified - Benign neoplasms"	"D32.9"	68	7223275	0.9
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Pituitary gland - Benign neoplasms"	"D35.2"	10	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Lip, oral cavity and pharynx - Uncertain neoplasms"	"D37.0"	20	7223275	0.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Stomach - Uncertain neoplasms"	"D37.1"	15	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Colon - Uncertain neoplasms"	"D37.4"	14	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Liver, gallbladder and bile ducts - Uncertain neoplasms"	"D37.6"	32	7223275	0.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Other digestive organs - Uncertain neoplasms"	"D37.7"	44	7223275	0.6
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Trachea, bronchus and lung - Uncertain neoplasms"	"D38.1"	120	7223275	1.7
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Prostate - Uncertain neoplasms"	"D40.0"	19	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Kidney - Uncertain neoplasms"	"D41.0"	16	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Bladder - Uncertain neoplasms"	"D41.4"	33	7223275	0.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Brain, supratentorial - Uncertain neoplasms"	"D43.0"	17	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Brain, infratentorial - Uncertain neoplasms"	"D43.1"	12	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Brain, unspecified - Uncertain neoplasms"	"D43.2"	184	7223275	2.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Polycythaemia vera"	"D45"	41	7223275	0.6
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Refractory anaemia, unspecified - Uncertain neoplasms"	"D46.4"	23	7223275	0.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Myelodysplastic syndrome, unspecified - Uncertain neoplasms"	"D46.9"	1563	7223275	21.6
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Chronic myeloproliferative disease - Uncertain neoplasms"	"D47.1"	243	7223275	3.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Monoclonal gammopathy - Uncertain neoplasms"	"D47.2"	28	7223275	0.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Neoplasm of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue, unspecified - Uncertain neoplasms"	"D47.9"	13	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Connective and other soft tissue - Uncertain neoplasms"	"D48.1"	66	7223275	0.9
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Other specified sites - Uncertain neoplasms"	"D48.7"	25	7223275	0.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Neoplasm of uncertain or unknown behaviour, unspecified - Uncertain neoplasms"	"D48.9"	65	7223275	0.9
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Iron deficiency anaemia secondary to blood loss (chronic)"	"D50.0"	30	7223275	0.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Iron deficiency anaemia, unspecified"	"D50.9"	12	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Hereditary haemolytic anaemia, unspecified"	"D58.9"	17	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Other autoimmune haemolytic anaemias"	"D59.1"	25	7223275	0.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Aplastic anaemia, unspecified"	"D61.9"	117	7223275	1.6
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Acute posthaemorrhagic anaemia"	"D62"	82	7223275	1.1
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Other specified anaemias"	"D64.8"	11	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Anaemia, unspecified"	"D64.9"	315	7223275	4.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Disseminated intravascular coagulation [defibrination syndrome]"	"D65"	47	7223275	0.7
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Other thrombophilia"	"D68.6"	12	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Coagulation defect, unspecified"	"D68.9"	97	7223275	1.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Idiopathic thrombocytopenic purpura"	"D69.3"	39	7223275	0.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Thrombocytopenia, unspecified"	"D69.6"	61	7223275	0.8
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Agranulocytosis"	"D70"	47	7223275	0.7
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Other specified disorders of white blood cells"	"D72.8"	21	7223275	0.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Haemophagocytic lymphohistiocytosis"	"D76.1"	23	7223275	0.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Immunodeficiency, unspecified"	"D84.9"	11	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Sarcoidosis of lung"	"D86.0"	16	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Sarcoidosis of other and combined sites"	"D86.8"	10	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Sarcoidosis, unspecified"	"D86.9"	36	7223275	0.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Hypergammaglobulinaemia, unspecified"	"D89.2"	10	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Disorder involving the immune mechanism, unspecified"	"D89.9"	27	7223275	0.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Myxoedema coma"	"E03.5"	15	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Hypothyroidism, unspecified"	"E03.9"	82	7223275	1.1
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Thyrotoxicosis, unspecified"	"E05.9"	11	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Insulin-dependent diabetes mellitus, with ketoacidosis"	"E10.1"	11	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	92	7223275	1.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E10.5"	15	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Insulin-dependent diabetes mellitus, with multiple complications"	"E10.7"	23	7223275	0.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	186	7223275	2.6
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Non-insulin-dependent diabetes mellitus, with coma"	"E11.0"	15	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Non-insulin-dependent diabetes mellitus, with ketoacidosis"	"E11.1"	39	7223275	0.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	2142	7223275	29.7
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Non-insulin-dependent diabetes mellitus, with neurological complications"	"E11.4"	33	7223275	0.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	328	7223275	4.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Non-insulin-dependent diabetes mellitus, with other specified complications"	"E11.6"	30	7223275	0.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	322	7223275	4.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	3038	7223275	42.1
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Unspecified diabetes mellitus, with coma"	"E14.0"	15	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	175	7223275	2.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	2190	7223275	30.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Unspecified diabetes mellitus, with neurological complications"	"E14.4"	29	7223275	0.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	346	7223275	4.8
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	34	7223275	0.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	341	7223275	4.7
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Unspecified diabetes mellitus, without complications"	"E14.9"	4370	7223275	60.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Hypoglycaemia, unspecified"	"E16.2"	66	7223275	0.9
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Hyperparathyroidism, unspecified"	"E21.3"	11	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Other and unspecified adrenocortical insufficiency"	"E27.4"	18	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Unspecified severe protein-energy malnutrition"	"E43"	746	7223275	10.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Moderate protein-energy malnutrition"	"E44.0"	36	7223275	0.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Retarded development following protein-energy malnutrition"	"E45"	47	7223275	0.7
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Unspecified protein-energy malnutrition"	"E46"	626	7223275	8.7
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Wernicke encephalopathy"	"E51.2"	14	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Extreme obesity with alveolar hypoventilation"	"E66.2"	44	7223275	0.6
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Other obesity"	"E66.8"	189	7223275	2.6
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Obesity, unspecified"	"E66.9"	217	7223275	3.0
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Disorders of urea cycle metabolism"	"E72.2"	12	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Pure hypercholesterolaemia"	"E78.0"	303	7223275	4.2
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Mixed hyperlipidaemia"	"E78.2"	53	7223275	0.7
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Hyperlipidaemia, unspecified"	"E78.5"	2027	7223275	28.1
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Disorder of lipoprotein metabolism, unspecified"	"E78.9"	192	7223275	2.7
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Disorders of iron metabolism"	"E83.1"	18	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Disorders of calcium metabolism"	"E83.5"	25	7223275	0.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Organ-limited amyloidosis"	"E85.4"	384	7223275	5.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Amyloidosis, unspecified"	"E85.9"	132	7223275	1.8
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Volume depletion"	"E86"	132	7223275	1.8
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Hyperosmolality and hypernatraemia"	"E87.0"	173	7223275	2.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Hypo-osmolality and hyponatraemia"	"E87.1"	59	7223275	0.8
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Acidosis"	"E87.2"	328	7223275	4.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Hyperkalaemia"	"E87.5"	89	7223275	1.2
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Hypokalaemia"	"E87.6"	23	7223275	0.3
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Fluid overload"	"E87.7"	37	7223275	0.5
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Other disorders of electrolyte and fluid balance, not elsewhere classified"	"E87.8"	31	7223275	0.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Disorders of plasma-protein metabolism, not elsewhere classified"	"E88.0"	14	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Tumor lysis syndrome"	"E88.3"	11	7223275	Unreliable
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Metabolic disorder, unspecified"	"E88.9"	548	7223275	7.6
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Multi-infarct dementia"	"F01.1"	63	7223275	0.9
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Vascular dementia, unspecified"	"F01.9"	2314	7223275	32.0
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Unspecified dementia"	"F03"	10252	7223275	141.9
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Delirium superimposed on dementia"	"F05.1"	59	7223275	0.8
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Delirium, unspecified"	"F05.9"	99	7223275	1.4
	"75-84 years"	"75-84"	"Male"	"M"	"2020"	"2020"	"Unspecified mental disorder due to brain damage and dysfunction and to physical disease"	"F06.9"	30	7223275	0.4
